candidate_id,age,education_level,university_tier,cgpa,internships,projects,programming_languages,certifications,experience_years,hackathons,research_papers,skills_score,hired,soft_skills_score,resume_length_words,company_type
1338,34,Masters,Tier 3,6.71,1,1,3,1,4.71,0,1,9.5,0,7.76,538,Startup
1339,24,Masters,Tier 1,6.52,0,8,1,0,1.06,1,0,19.0,1,3.51,481,Startup
1340,26,Bachelors,Tier 3,8.31,3,4,5,4,0.25,0,0,24.0,1,3.21,438,MNC
1341,22,Bachelors,Tier 1,8.51,0,0,2,3,3.58,0,0,8.5,1,4.8,486,MNC
1342,30,Masters,Tier 2,6.95,3,1,2,0,0.64,2,0,8.0,1,6.24,488,MNC
1343,25,Bachelors,Tier 2,8.33,1,4,4,2,1.35,1,0,20.0,0,9.08,504,Mid-size
1344,31,Masters,Tier 1,7.5,0,3,1,0,1.77,2,1,10.0,0,8.09,578,Mid-size
1345,30,Masters,Tier 1,9.04,2,2,3,0,0.21,2,0,12.0,1,8.2,603,Startup
1346,21,Masters,Tier 2,8.42,3,3,4,1,0.05,2,0,17.5,1,5.98,464,Mid-size
1347,26,Masters,Tier 2,6.33,2,5,1,0,0.11,3,0,15.0,1,5.42,533,MNC
1348,26,Bachelors,Tier 2,7.18,2,6,5,1,0.26,0,1,23.5,1,5.6,208,Startup
1349,33,Bachelors,Tier 1,6.79,1,3,5,0,0.93,1,2,17.0,1,9.91,518,MNC
1350,24,Bachelors,Tier 2,6.61,3,3,3,1,1.37,0,0,13.5,1,3.28,650,MNC
1351,33,Bachelors,Tier 1,7.08,3,0,5,1,0.7,0,0,11.5,1,9.07,398,MNC
1352,28,Bachelors,Tier 1,7.6,2,6,5,1,1.04,0,0,23.5,1,7.05,428,MNC
1353,24,Masters,Tier 1,6.8,2,5,3,0,2.27,0,1,16.0,1,6.07,365,Startup
1354,28,PhD,Tier 3,8.18,1,4,3,0,0.43,2,0,16.0,0,8.08,436,MNC
1355,33,Bachelors,Tier 3,8.47,0,3,1,2,7.41,1,0,12.0,1,6.41,132,MNC
1356,28,Bachelors,Tier 3,8.49,0,2,4,0,0.19,1,1,13.0,1,9.11,471,Startup
1357,25,Masters,Tier 1,7.35,1,4,3,1,1.44,3,0,18.5,1,9.3,430,Mid-size
1358,33,Bachelors,Tier 2,8.64,2,1,5,0,1.51,0,0,12.0,0,5.95,667,Startup
1359,24,Bachelors,Tier 3,7.58,1,4,2,0,0.11,0,0,12.0,0,4.94,314,MNC
1360,32,PhD,Tier 1,7.38,0,6,4,0,0.02,0,0,20.0,0,7.15,574,Startup
1361,33,Masters,Tier 1,8.65,1,4,5,1,0.42,1,0,20.5,1,9.39,507,MNC
1362,22,Bachelors,Tier 2,7.45,2,3,3,1,1.31,0,0,13.5,1,4.47,332,MNC
1363,31,Bachelors,Tier 1,7.25,1,3,3,0,4.31,0,0,12.0,1,7.36,401,Mid-size
1364,23,Bachelors,Tier 2,7.79,0,3,3,3,1.95,0,0,16.5,1,7.42,607,Mid-size
1365,23,Masters,Tier 1,6.36,2,1,2,0,1.6,0,0,6.0,1,8.13,161,MNC
1366,24,Bachelors,Tier 3,8.51,2,2,5,1,1.1,1,0,16.5,1,3.92,435,Startup
1367,24,Bachelors,Tier 3,7.36,1,3,4,3,0.54,2,0,20.5,0,8.01,500,MNC
1368,30,Bachelors,Tier 2,7.91,0,4,3,0,1.5,1,0,15.0,0,9.36,499,MNC
1369,31,Masters,Tier 1,7.61,1,3,2,0,3.42,0,1,10.0,1,4.26,534,MNC
1370,31,Bachelors,Tier 2,8.02,2,2,3,2,0.9,0,0,13.0,1,4.66,385,MNC
1371,25,PhD,Tier 1,7.67,2,5,5,0,0.73,2,2,22.0,0,9.8,463,Mid-size
1372,24,Bachelors,Tier 2,8.6,0,4,5,1,1.2,0,0,19.5,1,4.27,339,MNC
1373,31,Bachelors,Tier 1,7.79,2,3,2,0,4.8,0,1,10.0,1,8.98,385,Mid-size
1374,34,Bachelors,Tier 3,6.73,0,5,2,1,0.44,2,0,17.5,1,6.45,520,Mid-size
1375,30,Bachelors,Tier 3,8.11,1,0,1,0,1.7,1,0,3.0,0,4.73,570,Mid-size
1376,28,Bachelors,Tier 2,7.04,3,5,1,2,0.28,1,0,16.0,1,9.1,318,Startup
1377,26,Masters,Tier 1,7.92,1,4,5,0,0.77,1,0,19.0,0,6.12,470,Startup
1378,26,Bachelors,Tier 2,6.42,3,3,2,1,0.45,0,1,11.5,1,6.6,567,MNC
1379,28,Bachelors,Tier 1,8.67,2,4,5,1,0.62,1,1,20.5,1,5.51,322,Startup
1380,27,Bachelors,Tier 2,8.11,1,3,3,2,0.2,1,0,16.0,1,7.15,496,Startup
1381,30,Bachelors,Tier 2,6.86,4,0,1,0,3.03,1,1,3.0,1,4.14,388,Mid-size
1382,34,Bachelors,Tier 2,6.74,0,1,5,4,0.13,1,0,19.0,1,5.74,422,Mid-size
1383,31,Bachelors,Tier 2,6.37,4,3,2,0,4.47,0,0,10.0,1,9.79,529,MNC
1384,32,PhD,Tier 1,7.39,1,5,1,1,0.75,0,0,13.5,1,4.81,329,MNC
1385,30,Bachelors,Tier 3,8.35,0,1,4,2,0.66,0,0,13.0,1,7.6,334,Startup
1386,33,Bachelors,Tier 3,7.36,2,5,3,2,0.14,0,0,19.0,0,5.28,458,Mid-size
1387,28,Bachelors,Tier 2,6.04,1,2,4,2,0.81,1,1,16.0,1,8.41,730,Startup
1388,34,Masters,Tier 1,7.6,2,7,1,0,0.27,1,0,17.0,1,3.92,397,Startup
1389,22,Bachelors,Tier 2,7.56,3,2,1,1,0.33,0,0,7.5,0,9.79,628,MNC
1390,29,Bachelors,Tier 2,8.42,2,1,4,1,1.67,1,0,12.5,1,6.18,519,Startup
1391,21,Bachelors,Tier 2,8.37,0,1,2,4,3.56,1,0,13.0,1,4.65,694,MNC
1392,28,Bachelors,Tier 3,7.53,0,3,4,2,1.0,0,0,17.0,0,3.51,357,Startup
1393,32,Masters,Tier 2,7.27,1,2,1,1,0.06,0,0,7.5,1,4.19,669,MNC
1394,31,Masters,Tier 3,7.15,1,3,5,2,0.49,2,0,21.0,0,6.64,393,Startup
1395,32,Bachelors,Tier 2,6.04,1,6,4,0,1.69,0,0,20.0,1,5.36,532,MNC
1396,32,Masters,Tier 2,8.62,2,7,2,1,0.4,1,0,20.5,0,8.8,537,MNC
1397,24,Masters,Tier 1,7.89,0,4,4,0,2.08,0,1,16.0,1,6.02,888,MNC
1398,24,Bachelors,Tier 2,8.35,5,3,5,0,0.73,1,0,17.0,1,4.74,506,MNC
1399,25,Bachelors,Tier 3,9.2,3,5,4,0,1.75,1,0,19.0,1,7.32,434,MNC
1400,28,Bachelors,Tier 2,8.6,0,2,3,3,2.21,1,0,15.5,1,7.95,346,Mid-size
1401,25,Bachelors,Tier 1,8.17,2,4,4,1,1.85,3,0,20.5,0,4.17,342,MNC
1402,28,Bachelors,Tier 1,7.54,7,2,5,0,2.9,1,0,15.0,1,4.17,388,Startup
1403,30,Bachelors,Tier 1,6.32,2,3,2,3,0.94,1,0,15.5,0,3.26,416,Mid-size
1404,21,Bachelors,Tier 3,8.66,0,2,2,2,0.19,0,0,11.0,0,8.15,421,Startup
1405,32,Bachelors,Tier 2,8.03,3,3,5,4,1.46,1,0,23.0,1,7.65,475,Startup
1406,30,PhD,Tier 1,6.07,1,2,1,0,0.04,1,0,7.0,1,6.32,513,Startup
1407,29,Masters,Tier 3,8.02,1,6,5,0,1.47,0,0,22.0,1,8.91,394,Mid-size
1408,26,Bachelors,Tier 1,7.3,5,1,5,2,1.59,0,0,15.0,1,8.64,493,Startup
1409,23,Bachelors,Tier 2,7.25,0,2,5,1,1.63,1,0,16.5,0,7.1,569,Startup
1410,33,Masters,Tier 2,6.25,0,0,5,1,0.53,0,1,11.5,0,9.08,520,MNC
1411,34,Masters,Tier 2,7.99,0,4,4,1,0.6,0,1,17.5,0,4.44,475,Mid-size
1412,28,Bachelors,Tier 3,8.88,1,2,5,2,0.44,0,0,17.0,0,3.78,376,MNC
1413,29,Masters,Tier 3,7.73,3,3,4,3,4.49,0,0,18.5,1,4.89,352,Startup
1414,26,Bachelors,Tier 3,6.36,0,4,3,2,0.64,0,0,17.0,1,3.4,536,Startup
1415,31,Masters,Tier 1,9.38,0,3,1,0,4.37,0,0,8.0,1,6.72,450,MNC
1416,27,Masters,Tier 1,8.19,1,3,2,1,1.05,1,0,12.5,1,9.56,287,Startup
1417,21,Bachelors,Tier 2,8.59,4,2,1,1,9.79,0,0,7.5,1,3.28,281,Mid-size
1418,34,Bachelors,Tier 2,6.94,2,2,2,0,0.31,0,0,8.0,0,3.85,542,Startup
1419,25,Bachelors,Tier 1,6.87,2,2,3,0,0.87,0,0,10.0,1,6.17,569,MNC
1420,25,Masters,Tier 1,7.66,1,5,5,0,0.5,0,0,20.0,1,9.54,513,Startup
1421,30,Masters,Tier 2,7.57,0,4,5,0,1.29,1,0,19.0,1,5.21,400,MNC
1422,34,Bachelors,Tier 3,8.7,2,4,4,1,0.76,0,0,17.5,1,6.55,513,Startup
1423,24,Bachelors,Tier 2,7.85,0,2,2,2,0.24,0,0,11.0,1,3.29,377,MNC
1424,26,Bachelors,Tier 2,6.8,1,5,4,1,3.08,1,0,20.5,0,4.04,491,Startup
1425,27,Masters,Tier 3,7.28,1,5,5,2,5.0,0,1,23.0,1,9.91,642,Startup
1426,29,Masters,Tier 3,7.5,0,3,3,0,2.83,1,0,13.0,1,9.76,210,MNC
1427,21,Bachelors,Tier 1,7.31,2,3,2,2,1.34,0,1,13.0,1,3.03,366,Startup
1428,26,Bachelors,Tier 3,7.47,3,2,1,1,0.88,0,0,7.5,1,9.66,313,Startup
1429,27,Bachelors,Tier 1,7.67,6,3,3,0,0.76,0,0,12.0,1,7.47,730,MNC
1430,23,Bachelors,Tier 2,8.64,1,4,3,1,1.49,0,0,15.5,0,9.08,518,Mid-size
1431,28,Masters,Tier 2,7.64,2,4,1,1,1.66,0,1,11.5,1,6.18,311,Mid-size
1432,25,Bachelors,Tier 1,5.18,1,1,4,1,1.27,0,0,11.5,1,6.61,446,MNC
1433,29,Bachelors,Tier 2,7.15,2,3,5,3,1.06,0,0,20.5,1,6.42,412,MNC
1434,25,Masters,Tier 1,6.35,0,2,1,1,1.58,2,0,9.5,1,7.67,351,Startup
1435,29,Bachelors,Tier 2,9.67,1,2,5,0,1.4,2,0,16.0,1,3.98,341,MNC
1436,30,Bachelors,Tier 3,6.31,1,3,5,2,1.98,1,0,20.0,1,3.21,187,MNC
1437,24,Masters,Tier 2,7.64,1,1,4,0,1.16,0,1,10.0,0,5.16,337,MNC
1438,29,Bachelors,Tier 3,7.57,0,1,5,1,1.77,2,0,15.5,1,7.93,269,Mid-size
1439,25,Bachelors,Tier 2,7.78,0,3,1,0,0.86,1,0,9.0,1,4.41,653,MNC
1440,30,Masters,Tier 1,7.73,2,1,4,1,4.24,1,0,12.5,1,7.71,380,MNC
1441,29,Bachelors,Tier 1,7.11,0,3,3,1,1.06,2,0,15.5,0,9.79,353,MNC
1442,23,Bachelors,Tier 2,7.76,1,5,2,0,5.84,0,1,14.0,1,3.66,510,MNC
1443,24,Bachelors,Tier 1,6.53,0,3,2,1,0.82,2,1,13.5,1,7.71,404,Mid-size
1444,29,PhD,Tier 2,6.5,1,1,1,2,0.08,1,0,8.0,1,6.11,234,Mid-size
1445,30,Bachelors,Tier 3,8.1,0,5,4,1,0.24,1,1,20.5,0,9.08,366,MNC
1446,31,Bachelors,Tier 1,7.54,3,3,2,1,0.19,0,0,11.5,1,4.24,422,Startup
1447,26,Bachelors,Tier 3,8.48,0,4,1,0,1.59,1,0,11.0,1,7.85,600,Startup
1448,22,Masters,Tier 2,9.41,2,0,4,0,4.3,0,0,8.0,1,8.87,487,Startup
1449,27,Bachelors,Tier 2,7.73,1,0,4,3,2.35,1,0,13.5,1,9.61,480,Startup
1450,22,Bachelors,Tier 3,7.74,3,2,2,0,0.12,0,1,8.0,1,7.78,315,Startup
1451,31,Bachelors,Tier 2,8.09,2,0,3,0,3.84,2,0,8.0,1,6.48,488,Startup
1452,22,Masters,Tier 3,7.72,0,2,1,0,1.01,0,0,6.0,0,7.32,401,Mid-size
1453,31,Masters,Tier 1,7.19,1,3,4,0,1.12,1,0,15.0,0,9.08,456,MNC
1454,21,Bachelors,Tier 3,6.91,1,2,1,0,3.13,1,0,7.0,0,6.99,315,Startup
1455,31,Masters,Tier 2,7.75,2,0,5,0,0.07,2,1,12.0,1,3.21,506,MNC
1456,31,Bachelors,Tier 1,8.17,1,1,5,1,3.82,0,0,13.5,1,9.52,508,Mid-size
1457,32,Bachelors,Tier 2,7.29,0,0,1,1,1.82,0,1,3.5,0,7.83,273,MNC
1458,31,Bachelors,Tier 2,6.55,0,3,5,0,0.71,0,0,16.0,1,7.74,355,Startup
1459,23,Bachelors,Tier 3,7.04,2,6,4,2,0.43,1,0,24.0,1,4.51,338,Startup
1460,26,Bachelors,Tier 1,6.06,0,4,4,0,0.24,0,0,16.0,0,7.61,550,Startup
1461,28,Bachelors,Tier 2,6.25,1,2,5,1,0.33,0,1,15.5,1,5.76,574,Startup
1462,29,Bachelors,Tier 3,6.83,0,5,3,3,1.11,0,0,20.5,1,7.56,228,MNC
1463,27,Masters,Tier 2,7.1,0,3,4,2,0.09,0,0,17.0,1,3.75,438,MNC
1464,24,Bachelors,Tier 2,8.94,4,3,4,1,0.69,0,0,15.5,1,7.6,401,Mid-size
1465,26,Bachelors,Tier 2,7.12,0,2,3,1,0.05,1,0,12.5,0,10.0,383,MNC
1466,25,Masters,Tier 3,8.38,1,4,1,0,3.17,0,1,10.0,1,3.34,518,MNC
1467,28,Bachelors,Tier 3,8.57,1,3,3,1,0.16,2,0,15.5,0,9.84,558,Startup
1468,21,Bachelors,Tier 1,7.47,1,1,1,1,1.47,0,0,5.5,0,5.85,539,MNC
1469,21,Masters,Tier 1,7.68,0,3,3,1,0.18,0,0,13.5,0,9.1,563,MNC
1470,33,Bachelors,Tier 3,9.02,2,3,5,1,0.1,0,2,17.5,1,8.48,596,MNC
1471,31,Bachelors,Tier 2,7.55,1,2,2,1,9.94,0,0,9.5,1,6.97,438,MNC
1472,26,Masters,Tier 3,7.1,3,5,2,0,0.26,1,0,15.0,0,8.17,559,MNC
1473,30,Masters,Tier 3,7.36,5,3,4,0,2.0,0,1,14.0,1,9.15,535,MNC
1474,32,Bachelors,Tier 2,7.4,1,3,4,1,1.38,0,0,15.5,1,5.83,536,Startup
1475,22,Bachelors,Tier 2,7.42,0,1,5,1,0.09,0,0,13.5,1,5.29,306,MNC
1476,25,Bachelors,Tier 1,7.33,3,0,2,0,1.6,0,0,4.0,1,7.67,470,Startup
1477,21,Bachelors,Tier 3,6.56,0,2,2,0,2.06,0,0,8.0,1,8.65,452,MNC
1478,27,Bachelors,Tier 1,6.85,3,3,5,1,3.61,0,0,17.5,0,8.34,563,MNC
1479,21,Bachelors,Tier 1,6.78,1,6,2,3,1.85,1,0,21.5,1,8.58,428,MNC
1480,24,Masters,Tier 3,5.58,1,4,3,2,2.22,0,0,17.0,1,6.05,387,Startup
1481,29,Masters,Tier 3,6.75,3,2,4,1,0.47,1,0,14.5,1,8.72,484,MNC
1482,21,Bachelors,Tier 3,7.35,1,0,5,2,1.53,0,0,13.0,1,3.84,419,MNC
1483,24,Bachelors,Tier 1,7.46,2,5,3,2,0.0,1,1,20.0,0,6.81,555,Mid-size
1484,26,Masters,Tier 3,7.26,1,6,3,0,0.37,0,0,18.0,1,3.04,369,Mid-size
1485,26,Bachelors,Tier 2,7.08,2,2,2,1,0.98,0,0,9.5,1,5.27,569,MNC
1486,32,Bachelors,Tier 3,7.94,1,4,5,3,1.61,0,1,22.5,1,5.57,300,MNC
1487,33,Bachelors,Tier 3,7.19,2,3,1,0,1.1,0,1,8.0,1,5.77,508,Mid-size
1488,28,Masters,Tier 2,7.15,2,3,2,0,3.81,0,0,10.0,1,7.87,453,MNC
1489,21,Bachelors,Tier 3,7.18,0,5,2,0,2.93,1,0,15.0,1,5.72,540,Startup
1490,27,Bachelors,Tier 3,7.63,1,6,2,4,1.1,0,0,22.0,0,6.14,378,MNC
1491,21,Bachelors,Tier 2,7.06,1,3,5,2,0.79,0,0,19.0,1,4.66,447,MNC
1492,33,Bachelors,Tier 2,7.49,0,8,5,0,0.6,1,0,27.0,1,5.61,475,Startup
1493,34,Bachelors,Tier 2,7.86,1,3,1,1,0.55,1,0,10.5,1,4.59,571,Startup
1494,27,Bachelors,Tier 3,8.13,2,5,1,0,2.97,0,0,12.0,1,3.51,587,MNC
1495,23,Masters,Tier 1,7.32,1,2,2,2,1.16,1,1,12.0,0,7.22,373,Startup
1496,31,PhD,Tier 3,6.12,2,3,3,1,1.27,1,0,14.5,0,7.68,281,MNC
1497,28,PhD,Tier 1,7.67,0,0,3,0,0.71,0,1,6.0,1,7.34,375,MNC
1498,23,Bachelors,Tier 3,8.33,1,4,3,3,0.2,0,1,18.5,1,6.24,353,Mid-size
1499,34,Masters,Tier 2,8.19,0,4,2,1,1.79,0,0,13.5,1,5.66,273,Startup
1500,34,Masters,Tier 1,6.77,0,5,1,1,0.36,0,0,13.5,0,9.04,384,Startup
1501,33,Masters,Tier 2,7.33,1,5,3,0,0.92,0,1,16.0,0,6.63,406,Startup
1502,21,Bachelors,Tier 2,7.67,3,2,1,1,0.35,1,0,8.5,0,6.35,489,MNC
1503,33,Masters,Tier 3,7.25,1,3,4,1,0.36,0,0,15.5,0,3.18,766,Startup
1504,33,Bachelors,Tier 2,6.66,1,2,2,2,3.21,1,0,12.0,1,5.39,408,Startup
1505,34,Masters,Tier 2,6.49,1,4,5,2,0.98,0,0,21.0,1,5.66,647,MNC
1506,28,Masters,Tier 2,6.43,0,1,5,0,0.16,0,0,12.0,1,5.79,308,MNC
1507,23,Bachelors,Tier 2,7.18,2,6,1,0,0.38,0,1,14.0,1,7.06,567,Startup
1508,22,Bachelors,Tier 1,6.98,2,4,3,1,2.81,2,0,17.5,0,6.74,507,MNC
1509,21,Bachelors,Tier 3,8.53,1,1,1,2,0.87,0,0,7.0,0,7.26,377,MNC
1510,34,Bachelors,Tier 2,7.96,1,2,2,0,2.57,0,0,8.0,0,8.35,448,Mid-size
1511,23,Bachelors,Tier 3,8.9,1,4,3,1,2.64,0,0,15.5,1,8.69,490,Startup
1512,22,Bachelors,Tier 3,5.99,2,1,4,2,0.65,0,1,13.0,0,8.03,404,Mid-size
1513,22,Bachelors,Tier 3,8.83,2,3,1,0,0.28,0,0,8.0,1,9.69,395,Startup
1514,26,Bachelors,Tier 1,7.07,6,2,2,1,0.47,2,0,11.5,1,3.13,429,MNC
1515,32,Bachelors,Tier 1,7.76,1,2,3,5,0.45,1,1,18.5,0,4.37,474,Mid-size
1516,21,Masters,Tier 3,6.1,1,5,4,1,0.14,0,0,19.5,1,3.05,358,Startup
1517,22,Bachelors,Tier 2,8.5,0,2,5,1,2.14,1,1,16.5,1,7.53,425,Startup
1518,34,Bachelors,Tier 3,7.33,1,3,2,0,0.36,0,0,10.0,0,9.29,459,MNC
1519,26,Bachelors,Tier 3,5.84,1,2,1,0,1.7,0,0,6.0,0,4.7,461,Mid-size
1520,23,Bachelors,Tier 2,6.99,2,0,3,1,1.19,0,0,7.5,0,9.49,501,Mid-size
1521,24,Masters,Tier 3,7.29,2,3,2,0,3.13,0,0,10.0,1,3.42,460,Startup
1522,21,Bachelors,Tier 1,7.59,2,5,2,1,2.39,0,0,15.5,1,9.54,346,Startup
1523,28,Bachelors,Tier 2,7.58,1,4,4,4,0.13,1,0,23.0,0,5.46,354,MNC
1524,33,Bachelors,Tier 3,6.42,2,3,5,0,0.21,2,0,18.0,1,3.71,537,Mid-size
1525,27,Masters,Tier 1,7.41,0,0,4,1,1.36,0,1,9.5,0,6.4,467,Startup
1526,27,Masters,Tier 1,7.9,1,3,5,1,1.41,0,0,17.5,0,4.8,502,Startup
1527,23,Masters,Tier 1,7.07,2,6,4,3,2.27,0,1,24.5,1,4.99,489,Startup
1528,30,Bachelors,Tier 2,8.02,0,5,3,1,6.3,0,0,17.5,0,5.15,420,MNC
1529,30,Masters,Tier 1,7.02,3,2,3,1,0.25,2,0,13.5,1,8.62,513,Startup
1530,23,Masters,Tier 1,8.13,1,4,3,0,0.2,0,0,14.0,0,6.77,356,MNC
1531,34,Bachelors,Tier 1,8.27,2,5,1,2,1.48,1,0,16.0,1,5.18,414,Startup
1532,22,Masters,Tier 2,6.03,0,5,3,0,1.0,1,0,17.0,0,7.27,432,Mid-size
1533,32,Bachelors,Tier 1,5.58,1,2,4,1,1.66,0,0,13.5,1,8.01,517,Mid-size
1534,21,Bachelors,Tier 2,9.02,0,2,5,2,1.21,0,0,17.0,1,4.91,443,Startup
1535,27,Bachelors,Tier 2,8.21,0,5,3,1,4.87,0,1,17.5,0,5.89,354,Startup
1536,27,Masters,Tier 2,8.24,0,2,2,1,1.77,0,0,9.5,1,3.85,300,Mid-size
1537,32,Masters,Tier 2,8.24,4,6,4,0,2.2,1,0,21.0,0,4.27,454,MNC
1538,22,Bachelors,Tier 2,8.72,3,1,5,0,0.52,0,0,12.0,1,7.77,482,Mid-size
1539,27,Bachelors,Tier 3,8.28,1,4,2,1,0.17,0,0,13.5,0,4.27,352,Mid-size
1540,33,Masters,Tier 3,7.49,0,1,2,2,0.47,0,0,9.0,1,6.68,509,Startup
1541,28,Bachelors,Tier 2,7.93,4,3,1,1,2.16,0,0,9.5,1,7.96,668,Mid-size
1542,21,Bachelors,Tier 2,7.96,4,4,2,0,0.6,0,0,12.0,1,3.75,475,MNC
1543,29,Bachelors,Tier 1,7.68,1,4,1,1,1.91,0,0,11.5,1,6.97,472,MNC
1544,27,Bachelors,Tier 3,8.31,4,3,4,1,1.57,0,0,15.5,0,4.8,403,Startup
1545,23,Bachelors,Tier 1,8.07,1,1,3,0,0.71,1,0,9.0,1,9.74,682,Startup
1546,28,Bachelors,Tier 2,7.12,2,3,5,0,0.71,0,0,16.0,0,6.38,407,Startup
1547,27,Bachelors,Tier 2,7.98,2,3,2,0,0.77,0,0,10.0,1,8.64,426,Mid-size
1548,31,Masters,Tier 1,6.8,3,5,4,1,2.21,0,0,19.5,0,6.85,495,Mid-size
1549,33,Bachelors,Tier 2,9.0,1,3,4,0,0.68,2,0,16.0,1,3.3,360,Startup
1550,28,Bachelors,Tier 2,8.87,2,4,5,0,0.24,0,0,18.0,1,7.43,446,Startup
1551,26,Bachelors,Tier 2,7.17,1,4,3,0,5.31,1,0,15.0,0,9.66,572,MNC
1552,29,Masters,Tier 3,8.5,2,2,4,0,1.34,0,1,12.0,1,7.21,527,MNC
1553,25,PhD,Tier 2,7.27,1,4,4,2,2.8,0,1,19.0,1,8.73,303,MNC
1554,23,Bachelors,Tier 3,7.96,2,1,2,1,0.97,1,0,8.5,1,9.19,432,Startup
1555,23,Bachelors,Tier 3,6.59,2,5,1,0,0.34,0,0,12.0,0,4.6,362,MNC
1556,21,Masters,Tier 2,7.6,2,3,4,1,0.39,0,0,15.5,0,4.48,628,Startup
1557,32,Bachelors,Tier 2,8.64,2,3,3,0,3.02,1,0,13.0,1,7.28,516,Startup
1558,28,Masters,Tier 2,6.77,2,3,5,0,1.05,3,0,19.0,0,5.88,311,Startup
1559,22,Bachelors,Tier 3,6.82,2,0,3,0,0.44,0,0,6.0,1,8.88,580,Startup
1560,23,Bachelors,Tier 2,6.57,2,2,3,3,1.79,1,1,15.5,1,9.3,534,Mid-size
1561,28,Bachelors,Tier 1,8.26,3,2,5,1,0.63,0,1,15.5,1,5.47,260,Mid-size
1562,34,Bachelors,Tier 3,7.5,0,2,1,1,1.46,0,0,7.5,0,4.66,472,Startup
1563,28,Bachelors,Tier 2,6.58,2,3,4,2,1.07,0,0,17.0,1,8.46,467,MNC
1564,34,Bachelors,Tier 2,7.09,0,3,1,2,0.28,0,0,11.0,1,4.92,535,Startup
1565,31,Bachelors,Tier 1,7.6,2,3,4,0,0.17,0,0,14.0,1,8.76,409,MNC
1566,24,Bachelors,Tier 1,7.33,2,3,2,0,1.99,0,0,10.0,0,5.97,278,MNC
1567,24,Masters,Tier 2,7.68,1,4,5,1,1.7,0,0,19.5,1,7.67,346,Startup
1568,25,Masters,Tier 2,7.96,2,2,1,2,0.86,0,0,9.0,0,3.67,579,MNC
1569,26,Bachelors,Tier 2,5.95,1,1,4,2,1.49,0,0,13.0,0,7.37,468,Startup
1570,25,Bachelors,Tier 3,8.17,1,3,2,1,2.14,1,0,12.5,1,6.16,418,Startup
1571,34,Bachelors,Tier 3,7.69,0,2,3,1,1.44,1,1,12.5,0,7.11,328,Startup
1572,27,Bachelors,Tier 3,7.8,0,5,4,2,0.58,0,0,21.0,1,4.18,335,MNC
1573,22,Bachelors,Tier 3,7.36,1,3,1,3,0.75,0,0,12.5,1,8.16,289,Mid-size
1574,27,Masters,Tier 2,8.35,2,3,4,0,0.25,0,0,14.0,1,9.04,406,MNC
1575,30,Bachelors,Tier 3,8.17,1,5,5,0,2.21,2,0,22.0,1,4.52,544,MNC
1576,27,Masters,Tier 3,7.7,1,2,1,0,0.59,0,0,6.0,0,3.67,180,MNC
1577,21,Bachelors,Tier 1,7.39,4,5,1,1,0.87,0,0,13.5,1,3.17,380,MNC
1578,27,Bachelors,Tier 2,7.47,1,1,2,4,3.93,1,0,13.0,1,7.49,282,Startup
1579,25,Bachelors,Tier 2,6.92,2,2,5,0,0.25,2,0,16.0,1,7.25,359,MNC
1580,23,Masters,Tier 3,7.68,0,5,2,0,0.68,0,0,14.0,1,6.83,553,Mid-size
1581,33,Bachelors,Tier 3,7.36,1,4,1,0,0.53,1,0,11.0,0,4.62,581,Startup
1582,23,Bachelors,Tier 3,7.66,3,3,4,1,0.05,1,0,16.5,1,5.74,553,MNC
1583,24,Bachelors,Tier 3,8.31,3,4,3,3,1.67,0,0,18.5,1,7.16,444,MNC
1584,33,Masters,Tier 1,6.96,3,3,5,0,0.81,0,0,16.0,1,6.48,373,Startup
1585,32,Masters,Tier 3,7.34,1,3,5,0,2.76,1,1,17.0,1,9.91,515,Mid-size
1586,22,Masters,Tier 3,8.43,0,3,5,2,0.04,0,1,19.0,1,3.96,361,Startup
1587,22,Masters,Tier 1,7.6,5,2,3,1,1.8,1,0,12.5,1,7.87,355,MNC
1588,21,Masters,Tier 2,7.62,0,2,5,0,1.9,1,0,15.0,1,5.83,616,Mid-size
1589,25,Masters,Tier 1,8.35,2,3,4,2,0.65,1,0,18.0,1,6.0,333,Mid-size
1590,24,Masters,Tier 2,9.12,1,3,1,0,2.67,1,0,9.0,1,8.02,591,MNC
1591,31,Bachelors,Tier 1,9.75,1,3,3,2,1.08,0,0,15.0,1,7.85,346,MNC
1592,30,Bachelors,Tier 2,6.51,0,3,4,0,0.53,0,0,14.0,1,9.94,485,MNC
1593,22,Masters,Tier 1,7.19,1,3,1,1,0.69,0,0,9.5,1,3.9,407,MNC
1594,23,Bachelors,Tier 3,6.69,1,3,3,4,0.33,0,0,18.0,1,3.73,415,Startup
1595,27,Masters,Tier 2,7.31,1,0,1,2,0.54,0,0,5.0,1,8.07,360,MNC
1596,27,Bachelors,Tier 3,7.63,0,1,3,2,2.33,0,1,11.0,1,7.05,529,Startup
1597,32,Bachelors,Tier 3,8.27,3,3,4,1,3.08,1,0,16.5,1,4.92,560,MNC
1598,24,Bachelors,Tier 3,8.17,1,1,1,1,0.96,0,0,5.5,1,3.56,592,Mid-size
1599,25,Bachelors,Tier 1,7.11,0,1,3,3,0.96,2,0,14.5,0,3.6,347,Startup
1600,25,Bachelors,Tier 1,7.88,2,6,2,0,0.65,0,0,16.0,0,9.26,589,Startup
1601,26,Bachelors,Tier 2,9.61,0,3,2,2,0.68,2,0,15.0,1,4.34,550,MNC
